KICID,numax,numax_err,dnu,dnu_err,Yu_Teff,Yu_Teff_err,ra,dec,parallax,parallax_error,GAIAmag,Ag,e_GAIAmag,Kmag,e_Kmag,ccd,b17,Ebv,Aks,Z,Teff,Teff_err,M_Clump,M_Clump_err,R_Clump,R_Clump_err,A_numax,A_numax_err,A_dnu,A_dnu_err,A_fdnu,A_fdnu_err,[Fe/H],Log Age
4548530,19.57,0.41,2.97,0.021,4670,80,287.5945150280912,39.64967248489781,0.4672761004142081,0.024062995799640788,12.01275,0.46399999999999997,0.01,9.469,0.018000000000000002,17,0.15094179,0.13282877,0.024301628,0.007843763878170913,4684.7,70.5,0.78,0.06,11.72,0.35,19.577,0.013,2.959,0.017,1.0005,0.0197,-0.35,4.242
4554044,37.44,0.69,4.101,0.025,4705,80,289.49552959951177,39.65493176306784,0.4312845326397865,0.033800359559628936,12.203675,0.26899999999999996,0.01,9.805,0.019,16,0.05830426,0.05130775,0.009386986,0.03585291830839693,4681.2,69.1,1.56,0.12,11.94,0.33,37.158,0.009,4.089,0.011,1.0074,0.0219,0.31,3.415
4555699,29.93,0.56,3.87,0.065,4772,80,289.9402960222403,39.69177745965104,0.34610193338145656,0.026743987896356004,12.778664,0.214,0.01,10.481,0.019,16,0.054197945,0.04769419,0.008725869499999999,0.014273303863841584,4783.8,74.3,1.02,0.1,10.74,0.45,29.945,0.011,3.951,0.015,0.9989,0.0086,-0.09,3.821
4569298,36.74,0.57,4.137,0.035,4669,100,293.7915525973133,39.682384230774076,0.7485234058370923,0.022070509739661896,11.423598,0.3563,0.01,8.942,0.017,19,0.08926542,0.07855357,0.014371732,0.03503680625085352,4632.0,67.1,1.4,0.11,11.44,0.33,36.81,0.009,4.119,0.013,1.0013,0.0197,0.3,3.474
4575396,18.21,0.22,2.693,0.039,4666,100,295.2493720578226,39.65414565006365,0.2801156474354113,0.02785827083942895,12.827657,0.3065,0.01,10.161,0.018000000000000002,19,0.12686011,0.1116369,0.020424478,0.019254157124274328,4654.2,73.4,0.94,0.08,13.34,0.48,18.415,0.013,2.67,0.009,1.035,0.0212,0.04,4.166
4575645,36.75,0.81,4.29,0.274,4794,100,295.30316875839407,39.622621715139225,1.1637860930276165,0.028298240475494087,10.336996000000001,0.16899999999999998,0.01,8.003,0.018000000000000002,19,0.08420892,0.07410385,0.013557636000000001,0.03269825011979995,4702.4,70.0,1.26,0.34,10.76,1.41,40.739,0.014,4.41,0.009,1.0017,0.0064,0.27,3.403
4586875,29.52,0.59,3.68,0.029,4547,80,297.5503289141492,39.6747560460054,0.8840128402423353,0.024730903826233885,11.163677,0.45299999999999996,0.01,8.561,0.021,18,0.14636081,0.12879752,0.023564091000000002,0.04212350605798225,4507.7,62.1,1.1,0.09,11.4,0.35,29.326,0.015,3.675,0.018,1.0076,0.0053,0.38,3.806
4633907,30.53,0.53,3.875,0.026,4783,100,284.20021351096716,39.76989275457906,0.9521437065891228,0.025243302298627708,10.763653999999999,0.177,0.01,8.376,0.019,12,0.06980689,0.061430063,0.011238908999999998,0.016769669810536417,4704.5,70.5,1.08,0.08,10.96,0.31,30.278,0.016,3.85,0.008,0.9933,0.0243,-0.02,3.722
4634310,34.9,0.92,4.027,0.035,4748,100,284.38014981637457,39.77478877567341,0.540342317679144,0.02383178115608407,11.925263000000001,0.44299999999999995,0.01,9.462,0.019,12,0.099750936,0.08778082599999999,0.0160599,0.029142346094603564,4662.7,68.5,1.37,0.14,11.58,0.42,34.912,0.022,3.979,0.01,1.0013,0.0315,0.22,3.473
4640537,34.47,0.58,4.053,0.027000000000000003,4718,100,287.14009797376644,39.734551834499094,0.6860307091264377,0.022313385152316272,11.791241000000001,0.542,0.01,9.172,0.018000000000000002,17,0.18811236,0.16553888,0.03028609,0.026578135522539816,4650.1,68.0,1.27,0.1,11.25,0.31,34.259,0.009,4.049,0.011,0.9982,0.0162,0.18,3.617
4644573,24.1,0.64,3.571,0.081,4764,80,288.6880046567358,39.72727591317104,0.318249793049828,0.02271360795989099,12.8346,0.29100000000000004,0.01,10.446,0.018000000000000002,16,0.08544907,0.07519518,0.013757299999999998,0.010104725299640476,4758.6,83.4,0.74,0.09,10.2,0.56,25.101,0.042,3.504,0.006,1.0016,0.0267,-0.24,3.863
4645692,36.01,0.61,4.203,0.022,4770,80,289.03822846925965,39.745739788771,0.8125351907501094,0.02694692255443281,11.089997,0.153,0.01,8.789,0.018000000000000002,16,0.07349843,0.06467862,0.011833247,0.01756,4798.7,74.8,1.28,0.09,10.99,0.29,35.804,0.01,4.189,0.01,0.9996,0.0073,0.0,3.512
4646012,39.55,0.65,4.384,0.019,4778,80,289.1305657654644,39.713476815991896,0.663809653448084,0.02438183308564398,11.329431,0.1625,0.01,8.999,0.017,16,0.08253954,0.07263480000000001,0.013288867,0.023687788218309438,4784.3,73.9,1.44,0.1,11.13,0.28,39.592,0.009,4.369,0.008,0.9934,0.0203,0.13,3.362
4646245,44.06,1.06,4.635,0.016,4721,80,289.20670145985895,39.70551873618646,0.9001821285896328,0.02347344226875784,10.871395,0.191,0.01,8.479,0.017,16,0.05995813,0.052763153,0.009653259,0.04212350605798225,4686.5,69.2,1.56,0.13,11.0,0.33,43.072,0.016,4.575,0.013,1.0009,0.0081,0.38,3.385
4661299,26.47,0.73,3.851,0.104,4864,80,293.593080520135,39.753860480545356,0.5090248968333991,0.026192869558350464,12.290562,0.21100000000000002,0.01,10.058,0.019,19,0.09923430000000001,0.087326184,0.015976721,0.00530303522102594,4901.2,80.8,0.74,0.11,9.73,0.61,26.906,0.029,3.892,0.022,0.9812,0.0298,-0.52,3.902
4739728,29.38,0.84,3.488,0.035,4759,80,289.69025264941297,39.86833432575144,0.6868712870288095,0.02445474625182509,10.994796000000001,0.1585,0.01,8.657,0.018000000000000002,16,0.06511187,0.057298444000000004,0.010483011,0.0183875773037738,4775.7,73.7,1.46,0.15,13.02,0.5,29.661,0.015,3.479,0.01,1.0098,0.0035,0.02,3.358
4741931,38.84,0.93,4.323,0.051,4789,80,290.3107759385245,39.840303387188506,0.7489155171936362,0.028577553307615026,11.2089815,0.0943,0.01,8.915,0.017,16,0.052799374,0.04646345,0.008500699,0.022106730231105574,4810.0,75.2,1.45,0.14,11.25,0.42,37.732,0.01,4.299,0.012,0.997,0.0122,0.1,3.456
4751953,21.76,0.55,3.257,0.062,4722,80,293.32219600158453,39.80543595744761,0.609371449536197,0.023141698124393564,11.674724000000001,0.1207,0.01,9.432,0.018000000000000002,19,0.074362636,0.06543912,0.011972384499999999,0.006088699093946454,4749.6,73.6,0.75,0.09,10.87,0.53,21.801,0.014,3.243,0.008,1.0052,0.0038,-0.46,3.952
4755467,37.38,0.72,4.379,0.023,4903,100,294.2155652585923,39.83175120022618,0.8353479123212737,0.027601092834597368,10.910171499999999,0.0545,0.01,8.687000000000001,0.018000000000000002,19,0.08405991,0.07397272,0.013533645,0.01133768826184855,4851.1,77.4,1.27,0.1,10.67,0.3,37.257,0.009,4.316,0.017,0.994,0.0127,-0.19,3.442
4760954,45.22,0.77,4.756,0.048,4825,100,295.5245924058154,39.88328101929151,0.6227885603585768,0.024673172566091684,11.653782000000001,0.233,0.01,9.247,0.014,19,0.11721400000000001,0.10314832,0.018871455,0.023687788218309438,4781.4,73.7,1.58,0.13,10.88,0.35,45.205,0.009,4.759,0.014,0.9993,0.007,0.13,3.325
4764420,39.55,0.82,4.359,0.038,4836,100,296.2151472728322,39.82328095265482,0.645159583798643,0.027097215990310033,11.546346,0.34299999999999997,0.01,9.084,0.014,19,0.14218406,0.12512198,0.022891632999999998,0.02480415928357556,4749.3,72.2,1.5,0.13,11.33,0.37,39.076,0.009,4.37,0.015,1.0014,0.0084,0.15,3.472
4764422,31.9,0.87,3.952,0.159,4871,100,296.21546310741905,39.84799938077367,0.8192958514138537,0.02697493601568219,11.146934,0.2303,0.01,8.763,0.014,19,0.14255586,0.12544917,0.022951492999999996,0.01243152797378546,4760.7,73.2,1.17,0.22,11.11,0.97,31.782,0.009,3.917,0.013,1.0424,0.0003,-0.15,4.034
4770149,33.15,0.59,4.117,0.037000000000000005,4737,80,297.38819971454024,39.88693344306664,0.6082008907019626,0.020427880285372364,11.771730999999999,0.57,0.01,9.238999999999999,0.018000000000000002,18,0.23173502,0.20392682,0.037309337000000005,0.01756,4753.2,72.7,1.07,0.08,10.49,0.32,33.331,0.01,4.101,0.013,1.0012,0.0063,0.0,3.691
4772722,38.38,1.07,4.355,0.02,4744,80,297.89206996985064,39.87115003679678,0.6801363175455869,0.027619899846736396,11.597607,0.34600000000000003,0.01,9.14,0.018000000000000002,18,0.23505592,0.20684922,0.037844002,0.02982115853722823,4739.1,71.7,1.33,0.13,10.88,0.37,37.884,0.018,4.312,0.01,1.0019,0.006,0.23,3.53
4813971,34.3,0.65,4.03,0.026,4687,100,283.78136751096037,39.9913941804139,0.4994998261542828,0.022002724201481888,12.015671000000001,0.53,0.01,9.521,0.02,12,0.11362815,0.09999277,0.018294131,0.03269825011979995,4643.8,67.6,1.27,0.1,11.26,0.33,34.328,0.01,3.987,0.01,0.9996,0.0296,0.27,3.552
4824985,25.55,0.76,3.4960000000000004,0.024,4647,80,288.53962184731273,39.95682016810553,0.262188456787176,0.015911906862248183,13.243132999999998,0.44,0.01,10.774000000000001,0.017,16,0.11161700000000001,0.098222956,0.017970337,0.02016157759348526,4635.8,88.1,0.91,0.09,11.07,0.41,25.69,0.02,3.461,0.011,1.0063,0.0245,0.06,3.861
4828670,44.16,0.77,4.438,0.044,4734,80,289.69758679198804,39.9160544309788,0.6562339933971313,0.02556380107946054,11.355025,0.2097,0.01,8.954,0.018000000000000002,16,0.06407657,0.056387383,0.010316328,0.031953947077191305,4718.4,70.8,1.89,0.15,12.09,0.38,43.236,0.009,4.456,0.012,1.0044,0.0176,0.26,3.265
4829985,34.3,0.76,4.1530000000000005,0.045,4681,80,290.0758404276356,39.92691572864278,0.5751201247464134,0.022550532592448276,11.869299,0.242,0.01,9.458,0.018000000000000002,16,0.05524698,0.04861734,0.008894764,0.02719721982810317,4680.2,69.3,1.12,0.1,10.59,0.37,34.592,0.013,4.108,0.013,1.0012,0.0074,0.19,3.633
4832708,26.22,0.83,3.654,0.087,4806,80,290.88955035319304,39.99219743183046,0.4146723120660033,0.022690051640687683,12.479608,0.0805,0.01,10.218,0.018000000000000002,16,0.06566864,0.057788405999999994,0.010572651,0.00987471367034253,4811.8,83.5,0.87,0.12,10.62,0.63,26.213,0.028,3.625,0.011,0.9984,0.0301,-0.25,3.825
4843143,32.59,0.71,3.959,0.023,4710,100,293.90739252166964,39.92564475956597,1.1040206788827729,0.027316328275528608,10.483261,0.25,0.01,8.091000000000001,0.018000000000000002,19,0.0659301,0.058018487,0.010614745,0.02480415928357556,4626.0,67.1,1.18,0.1,11.12,0.34,32.493,0.022,3.932,0.01,1.0038,0.0076,0.15,3.686
4845694,35.31,0.83,4.142,0.053,4658,80,294.56831800792213,39.95859662815229,0.6830503500529421,0.030783257104085467,11.64078,0.38299999999999995,0.01,9.139,0.025,19,0.10406652,0.091578536,0.01675471,0.0375426142916592,4610.0,66.1,1.22,0.12,10.91,0.42,35.931,0.031,4.119,0.012,1.0035,0.0057,0.33,3.583
4851519,34.28,0.9,4.007,0.31,4711,100,295.90043686284037,39.95714976776273,0.2517760819265941,0.015412867445876062,13.609784,0.4925,0.01,11.065999999999999,0.014,19,0.15017779999999997,0.13215648,0.024178626,0.005426558779493865,4837.9,79.4,1.26,0.4,11.21,1.76,33.22,0.01,3.984,0.004,1.0073,0.0129,-0.51,3.55
4857853,30.83,0.73,3.868,0.028,4578,80,297.2273954429457,39.96150926258561,0.5985593158154946,0.027405044934196345,12.066052,0.6915,0.01,9.333,0.018000000000000002,18,0.25482693,0.22424770000000002,0.041027136,0.03503680625085352,4550.9,63.8,1.04,0.09,10.82,0.35,30.905,0.018,3.859,0.01,1.0048,0.0053,0.3,3.812
4903283,32.6,0.74,3.896,0.05,4947,100,284.2022174669971,40.057235642574454,0.2576713419205677,0.014233548590453272,12.981777000000001,0.581,0.01,10.739,0.019,12,0.08756608,0.07705815,0.014098138999999999,0.009430278344261635,4946.0,94.8,1.37,0.13,11.85,0.46,32.222,0.018,3.889,0.014,1.0094,0.0165,-0.27,3.48
4918972,34.09,0.84,4.206,0.047,4802,80,290.3028351278062,40.04927307497336,0.42734039383834777,0.02638533539454804,12.29695,0.022000000000000002,0.01,10.119,0.018000000000000002,16,0.051270057,0.04511765,0.008254479,0.012148551849336523,4779.2,89.4,1.09,0.11,10.39,0.39,34.653,0.009,4.22,0.008,0.9945,0.0085,-0.16,3.596
4920997,23.4,0.5,3.77,0.055,4999,80,290.91360786494096,40.06071822167743,0.4147967150425053,0.028539093809005173,12.556707000000001,0.418,0.01,10.397,0.018000000000000002,16,0.07640514,0.06723652,0.012301227,0.006831632746099567,5026.7,99.1,0.58,0.06,9.07,0.36,23.472,0.015,2.504,0.01,1.0,0.05,-0.41,2.497
4930617,48.51,0.71,4.697,0.029,4808,80,293.71117636089906,40.06988464532471,0.497118376295004,0.02500808417428001,11.979059,0.358,0.01,9.626,0.018000000000000002,19,0.09690329,0.08527489,0.015601428999999998,0.02597314329623372,4807.0,74.8,2.05,0.14,11.97,0.3,47.244,0.012,4.679,0.007,1.0135,0.0224,0.17,3.189
4930906,31.83,0.66,3.921,0.024,4655,100,293.78814245666695,40.08025264386858,0.64112424762491,0.023065141018368297,11.6103945,0.253,0.01,9.149,0.017,19,0.06920919,0.060904085999999996,0.011142679499999999,0.02597314329623372,4651.4,68.1,1.12,0.09,10.99,0.33,31.758,0.01,3.898,0.012,1.0013,0.0145,0.17,3.704
4933594,34.39,0.69,4.147,0.053,4697,100,294.47498886654137,40.03604134513846,0.6569275613667194,0.026382966929432133,11.540201,0.24600000000000002,0.01,9.084,0.025,19,0.08757746,0.077068165,0.014099971000000001,0.029142346094603564,4688.8,69.6,1.14,0.11,10.67,0.39,33.986,0.01,4.138,0.015,1.0038,0.0087,0.22,3.735
4937011,28.05,0.88,4.07,0.07200000000000001,4730,100,295.3069386705077,40.06059327290807,0.3544921072803926,0.01211944710037884,13.225696,0.3988,0.01,10.667,0.018000000000000002,19,0.1414355,0.124463245,0.022771116,0.007665218014137314,4738.3,74.4,0.68,0.09,9.07,0.46,27.607,0.009,4.166,0.019,0.9809,0.0141,-0.36,4.177
4937257,34.41,0.63,4.125,0.045,4594,100,295.36375232376844,40.08186392545245,0.21480218887191188,0.015380517472862362,13.838342,0.503,0.01,11.206,0.02,19,0.13925315,0.12254277599999999,0.022419757999999998,0.008404744421185528,4754.1,81.6,1.1,0.09,10.51,0.35,34.7,0.01,4.178,0.012,1.0034,0.011,-0.32,3.674
4945337,36.2,1.44,4.183,0.106,4637,80,297.05438840451967,40.04699405777011,0.6320954073067718,0.027559969156908854,11.830100999999999,0.4887,0.01,9.137,0.02,18,0.30734829999999996,0.2704665,0.049483075999999994,0.044108725737308216,4615.4,66.3,1.25,0.2,10.9,0.72,36.667,0.02,4.087,0.005,1.0038,0.0166,0.4,3.481
4949473,45.56,0.8,4.582,0.033,4716,80,297.9910436932168,40.07621841866344,0.6209818123686169,0.032837372658179924,11.7973175,0.41700000000000004,0.01,9.29,0.017,18,0.27783525,0.24449502,0.044731475,0.040227635982602095,4700.4,69.9,1.81,0.14,11.67,0.33,44.36,0.01,4.571,0.009,1.0,0.0195,0.36,3.289
4951617,46.28,0.89,4.839,0.025,4833,80,298.4267054997337,40.067757006844815,0.9351365072011004,0.036035428142762393,10.869727000000001,0.18600000000000003,0.01,8.542,0.018000000000000002,18,0.11890824,0.104639255,0.019144226,0.01970264405754248,4858.8,77.5,1.58,0.12,10.75,0.29,46.241,0.009,4.83,0.007,1.0005,0.0121,0.05,3.275
4991425,24.48,0.56,2.986,0.107,4923,100,284.55963089440496,40.18852873475241,0.5282442639624115,0.02577798204153512,12.017832,0.16,0.01,9.708,0.017,12,0.10164842,0.08945061,0.016365396,0.00461875059376829,4837.3,77.5,1.66,0.28,15.06,1.17,24.698,0.027,3.561,0.004,0.999,0.0273,-0.58,3.913
5000307,42.16,0.63,4.813,0.052000000000000005,4955,80,288.41299858304995,40.18462694457817,0.7062298993353731,0.027034964547780944,11.215416000000001,0.0163,0.01,9.081,0.018000000000000002,16,0.076119214,0.06698491,0.012255193999999999,0.01133768826184855,4981.2,89.3,1.27,0.1,10.01,0.31,42.073,0.01,4.772,0.011,0.9919,0.0096,-0.19,3.401
5001658,23.52,0.79,3.329,0.08900000000000001,4767,80,288.88292270134536,40.10390207884545,0.36322804398215375,0.025205995953251185,12.838461,0.2067,0.01,10.453,0.017,16,0.104150936,0.091652825,0.0167683,0.01034009458804414,4728.6,93.2,0.9,0.14,11.4,0.74,23.282,0.013,3.277,0.011,1.0103,0.004,-0.23,3.844
5005217,41.2,0.92,4.3610000000000015,0.027000000000000003,4738,80,290.0076998878655,40.10581389900519,0.8974804512865187,0.024959268948907286,10.920058000000001,0.2278,0.01,8.572000000000001,0.017,16,0.033416614,0.02940662,0.005380075,0.03668804005779693,4711.2,70.3,1.65,0.14,11.67,0.36,40.787,0.009,4.341,0.009,1.005,0.0157,0.32,3.348
5006206,34.41,0.82,3.958,0.038,4821,80,290.28568813778213,40.18566672483816,0.3139515713251456,0.02639540639082738,12.690822,0.1353,0.01,10.453,0.017,16,0.07781735,0.06847927,0.012528593999999999,0.017969024944450043,4846.1,80.9,1.45,0.13,11.93,0.41,34.079,0.015,3.939,0.016,1.0001,0.0383,0.01,3.379
5009393,31.3,1.24,3.961,0.067,4663,80,291.29989627509417,40.13204480342679,0.6644302306248381,0.023172178362718652,11.72262,0.321,0.01,9.323,0.018000000000000002,16,0.05579914,0.049103245,0.008983661,0.025381922374298486,4632.3,71.0,1.02,0.15,10.59,0.58,31.854,0.025,3.999,0.013,1.0035,0.0081,0.16,3.8
5017711,36.05,0.55,4.079,0.044,4728,100,293.7069163380844,40.167699805914154,0.6495560509183442,0.023301924084418203,11.773793,0.376,0.01,9.275,0.017,19,0.089633256,0.07887726,0.014430954,0.022106730231105574,4706.8,70.5,1.43,0.11,11.64,0.37,35.966,0.028,4.117,0.013,0.9951,0.0262,0.1,3.466
5018570,37.28,0.77,4.29,0.05,4869,80,293.93173054111486,40.10173801668512,0.4195321392155567,0.02780314782329674,12.233611,0.121,0.01,9.953,0.018000000000000002,19,0.08334389,0.07334263,0.013418366999999999,0.01243152797378546,4899.5,79.9,1.36,0.12,11.07,0.39,36.605,0.02,4.284,0.012,0.9967,0.0131,-0.15,3.467
5021453,31.78,0.91,4.03,0.08900000000000001,4745,100,294.66163200325764,40.10526902945255,0.7693773326356455,0.02378688096360379,11.0267315,0.32,0.01,8.655,0.024,19,0.078571394,0.06914282599999999,0.012649994,0.006676125799389055,4713.1,71.1,1.0,0.13,10.36,0.57,31.72,0.015,4.063,0.016,0.9998,0.0055,-0.42,3.796
5083936,34.4,0.85,4.175,0.065,5000,100,286.5964822520374,40.26677383257693,0.9557395732266848,0.022493502555254175,10.547791499999999,0.049,0.01,8.371,0.018000000000000002,17,0.070961006,0.062445685,0.011424722,0.005950103381804396,4942.9,82.4,1.25,0.13,10.96,0.48,34.561,0.009,4.218,0.01,0.9938,0.0072,-0.47,3.515
5084662,42.03,0.63,4.557,0.031,5020,100,286.9267201561064,40.28683568966972,0.5698252209850991,0.02674612094383995,11.603617999999999,0.1707,0.01,9.36,0.017,17,0.12123039,0.10668275,0.019518092,0.007665218014137314,4959.3,83.1,1.62,0.11,11.3,0.3,41.524,0.009,4.529,0.01,0.9929,0.0174,-0.36,3.225
5088362,37.95,0.9,4.015,0.034,4790,80,288.3835420828939,40.25394597596321,0.6216958216602322,0.026780196842926603,11.1251,0.42700000000000005,0.01,8.829,0.019,16,0.05829164,0.051296644,0.009384954000000001,0.029142346094603564,4811.0,75.0,1.83,0.17,12.8,0.43,38.199,0.011,4.01,0.01,1.0036,0.0045,0.22,3.166
5096092,35.35,0.61,4.087,0.04,4658,80,290.82324901103823,40.247621503725476,0.3634920103978592,0.021312585203110444,13.006048,0.508,0.01,10.481,0.019,16,0.096257254,0.08470638,0.015497418,0.04310468855942914,4641.9,84.5,1.29,0.1,11.22,0.35,35.137,0.009,4.079,0.016,1.0044,0.0021,0.39,3.609
5097873,37.19,0.54,4.306,0.037000000000000005,4901,80,291.37590881046094,40.230268585232785,0.29213143032153377,0.026908895553319743,12.822583999999999,0.11900000000000001,0.01,10.567,0.018000000000000002,16,0.07802733,0.06866405,0.0125624,0.01638794552199516,4914.4,103.7,1.34,0.09,10.98,0.31,36.64,0.011,4.268,0.009,0.9979,0.0098,-0.03,3.465
5098143,24.52,0.6,3.5810000000000004,0.037000000000000005,4596,80,291.46523844026495,40.23881817347564,0.3062787269644183,0.022242226097947963,12.932631,0.41700000000000004,0.01,10.414000000000001,0.037000000000000005,16,0.08184023,0.072019406,0.013176277,0.02982115853722823,4570.6,82.5,0.73,0.07,10.18,0.37,25.766,0.023,3.498,0.016,1.0026,0.0273,0.23,3.937
5104573,35.07,0.56,4.007,0.023,4801,80,293.3177729861061,40.253617109823644,0.464143184108868,0.02508956141544718,11.897321,0.2407,0.01,9.552,0.018000000000000002,19,0.082905665,0.07295699,0.013347811999999999,0.02111176347188177,4802.1,74.7,1.45,0.1,11.84,0.3,35.029,0.012,3.978,0.011,1.0048,0.027,0.08,3.397
5104949,21.85,0.55,3.0780000000000003,0.045,4745,100,293.42207185487774,40.283131108458534,0.6020505040881773,0.0234792807332771,11.487588,0.684,0.01,9.012,0.017,19,0.08880842,0.078151405,0.014298155,0.014605771820562902,4663.2,68.9,0.98,0.1,12.35,0.52,21.775,0.026,3.071,0.014,1.019,0.0077,-0.08,3.897
5111300,22.66,0.66,3.076,0.033,4597,100,295.0583954307232,40.27514126900789,0.2962479057830194,0.01690784879478438,13.011046,0.39799999999999996,0.01,10.422,0.018000000000000002,19,0.10582964,0.09313008,0.017038573,0.027830724459617158,4656.1,68.5,1.04,0.11,12.62,0.51,23.328,0.031,3.104,0.013,1.0143,0.0049,0.2,3.741
5111949,47.91,0.88,4.926,0.028,4776,100,295.2091597753593,40.219682284162545,0.3142299593820631,0.025343827464684512,12.766635,0.3303,0.01,10.345999999999998,0.018000000000000002,19,0.12271887,0.107992604,0.019757738,0.02314858832905051,4782.7,74.3,1.61,0.12,10.69,0.3,47.365,0.009,4.862,0.011,1.0,0.0084,0.12,3.268
5112373,44.2,0.77,4.646,0.028,4729,100,295.28576972288397,40.2249595982181,0.3271378828434697,0.02063815468493975,12.765602000000001,0.4708,0.01,10.312000000000001,0.018000000000000002,19,0.09308879,0.081918135,0.014987295500000001,0.01756,4795.7,74.4,1.57,0.12,11.0,0.3,43.74,0.011,4.661,0.011,0.9988,0.0071,0.0,3.33
5112387,46.02,0.8,4.727,0.033,4746,100,295.28858350454686,40.24543638759829,0.35198272968379524,0.020951920097187084,12.785755,0.616,0.01,10.341,0.018000000000000002,19,0.11328505,0.09969084,0.018238893,0.014273303863841584,4801.0,74.6,1.65,0.13,11.07,0.31,45.05,0.009,4.712,0.005,0.9991,0.0092,-0.09,3.284
5112401,36.51,0.62,4.057,0.033,4720,100,295.29127655162506,40.26373993778034,0.3475775267354213,0.024318318837497698,12.572096,0.34700000000000003,0.01,10.081,0.017,19,0.113569036,0.099940754,0.018284615,0.017969024944450043,4810.5,81.0,1.51,0.12,11.9,0.35,37.111,0.011,4.054,0.013,0.9986,0.0394,0.01,3.255
5112467,45.7,0.59,4.703,0.044,4785,100,295.30328057690497,40.206626214901924,0.31639134125788715,0.023385704884208217,12.766760000000001,0.3792,0.01,10.311,0.022,19,0.093238294,0.08204969999999999,0.0150113655,0.01970264405754248,4830.8,76.0,1.69,0.12,11.2,0.32,45.474,0.009,4.765,0.007,1.0004,0.0092,0.05,3.292
5112938,45.45,0.74,4.828,0.059,4756,100,295.3714224129301,40.21778613281585,0.3535411274432546,0.02092104027030876,12.771467,0.504,0.01,10.305,0.018000000000000002,19,0.10823105,0.09524333,0.017425200000000002,0.014605771820562902,4852.4,77.0,1.47,0.12,10.49,0.36,44.889,0.009,4.77,0.008,1.0,0.0079,-0.08,3.329
5112974,40.45,0.66,4.329,0.029,4650,100,295.3761228679574,40.255995183729894,0.33151433712296985,0.02262460387602164,12.64781,0.35,0.01,10.1,0.013,19,0.11072114,0.0974346,0.017826103,0.010104725299640476,4795.6,74.4,1.52,0.11,11.37,0.31,40.397,0.009,4.356,0.009,0.9959,0.0264,-0.24,3.289
5121605,33.7,0.67,4.089,0.053,4693,80,297.27602350270075,40.20858407140162,0.7975994821137034,0.03318226422339232,11.241394999999999,0.322,0.01,8.8,0.018000000000000002,18,0.17796583,0.15660994,0.028652498,0.026578135522539816,4694.3,70.0,1.14,0.1,10.75,0.39,33.835,0.009,4.111,0.013,1.0027,0.0064,0.18,3.696
5123226,35.86,0.96,4.158,0.043,4723,80,297.6518057227311,40.290987399864456,0.7739169996200509,0.023505343961085872,11.298629,0.2997,0.01,8.843,0.018000000000000002,18,0.19263914,0.16952245,0.031014902999999996,0.026578135522539816,4705.2,70.4,1.3,0.13,11.13,0.42,35.963,0.017,4.165,0.013,1.001,0.0045,0.18,3.556
5129011,42.28,1.15,4.575,0.04,4844,80,298.9031143245092,40.275675124360475,0.6061494703521401,0.024385045343631458,11.669036,0.648,0.01,9.126,0.017,18,0.18737495,0.16488996,0.030167367,0.020631201064738137,4846.7,77.0,1.52,0.15,11.0,0.4,42.399,0.015,4.59,0.009,0.9968,0.0104,0.07,3.314
5167473,31.6,0.48,4.1,0.047,4948,100,284.79477041145736,40.39493894143929,0.6624971032593956,0.02658368286612212,11.502680999999999,0.1283,0.01,9.228,0.018000000000000002,12,0.11590865,0.10199961,0.018661292,0.007320226373739091,4863.5,78.4,1.01,0.08,10.35,0.34,31.567,0.01,4.07,0.014,0.9945,0.0082,-0.38,3.705
5175734,28.03,0.75,3.868,0.053,4756,80,288.3381494495382,40.34532152994159,0.35229004360921456,0.018207594027256368,12.963797,0.1915,0.01,10.673,0.019,16,0.07503258,0.06602867,0.012080245,0.010580946331465722,4719.7,92.7,0.83,0.09,10.07,0.42,27.851,0.013,3.862,0.014,0.9895,0.0134,-0.22,3.9
5181782,35.27,0.57,4.085,0.073,4737,80,290.2222419513961,40.341189045535714,0.3155450381328683,0.014860286455472159,13.069644,0.43799999999999994,0.01,10.604000000000001,0.018000000000000002,16,0.087347046,0.0768654,0.014062874,0.03051578255283903,4726.3,90.4,1.33,0.13,11.35,0.48,35.402,0.027,4.104,0.016,1.0011,0.0118,0.24,3.534
5183935,47.05,0.52,4.833,0.022,4913,80,290.86017262543,40.32735087132915,0.9874320007432652,0.022839865349900047,10.530777,0.035,0.01,8.378,0.019,16,0.058467335999999995,0.051451255,0.009413241,0.014945983950833729,4945.7,82.0,1.73,0.1,11.09,0.24,46.854,0.01,4.844,0.007,0.9968,0.0172,-0.07,3.176
5184276,33.42,0.68,4.191,0.044,4823,80,290.9767316597924,40.35183591484459,0.9075121586133578,0.029034060076617175,10.789556,0.09,0.01,8.609,0.019,16,0.06214591,0.0546884,0.010005492,0.006990761914919411,4848.1,78.1,1.04,0.09,10.25,0.34,33.686,0.022,4.152,0.02,0.9926,0.0189,-0.4,3.543
5200152,46.5,0.51,4.642,0.086,4849,100,295.34939417035844,40.36233676129225,0.3639380858058878,0.024413795122948667,12.677662,0.465,0.01,10.306,0.018000000000000002,19,0.09735434,0.08567182,0.015674049,0.008600516068109914,4845.0,76.6,1.89,0.18,11.72,0.5,46.486,0.009,4.762,0.012,0.9974,0.0271,-0.31,3.217
