KICID,numax,numax_err,dnu,dnu_err,Yu_Teff,Yu_Teff_err,ra,dec,parallax,parallax_error,GAIAmag,Ag,e_GAIAmag,Kmag,e_Kmag,ccd,b17,Ebv,Aks,Z,Teff,Teff_err,M_Clump,M_Clump_err,R_Clump,R_Clump_err,A_numax,A_numax_err,A_dnu,A_dnu_err,A_fdnu,A_fdnu_err,[Fe/H],Log Age
3348134,34.97,1.08,4.167,0.054000000000000006,4853,80,292.93556613392064,38.412686222637795,0.5366863941604905,0.022875280154916883,11.955988,0.171,0.01,9.618,0.018000000000000002,20,0.111804515,0.09838797,0.018000526,0.013630899367999829,4871.0,78.4,1.24,0.14,10.95,0.48,34.325,0.009,4.16,0.008,0.9986,0.0065,-0.11,3.574
3355015,26.98,0.82,3.45,0.079,4899,100,294.6131442695137,38.46614064421151,0.469480952592056,0.02238357186307732,11.8698635,0.2517,0.01,9.433,0.022,19,0.11603466,0.1021105,0.01868158,0.014605771820562902,4817.1,75.8,1.23,0.17,12.38,0.71,26.956,0.028,3.405,0.012,1.0114,0.0218,-0.08,3.584
3424384,27.81,0.59,3.908,0.105,4796,100,285.11342869299665,38.592230138057616,0.5472990948189423,0.02690988316862744,12.1751585,0.3547,0.01,9.721,0.017,17,0.115592286,0.10172121,0.018610358,0.006676125799389055,4754.5,84.6,0.78,0.1,9.77,0.59,28.353,0.038,3.942,0.022,0.9931,0.01,-0.42,3.933
3425476,40.02,0.8,4.457,0.034,4906,100,285.5790100651851,38.59841896124637,0.6040747816857326,0.029275750518489487,11.6614,0.08,0.01,9.378,0.017,17,0.081868045,0.07204388,0.013180755,0.019254157124274328,4827.5,83.8,1.46,0.12,11.04,0.34,40.164,0.009,4.428,0.01,0.9918,0.0184,0.04,3.342
3425675,32.23,0.61,4.081,0.055,4863,100,285.6621448460323,38.59030146903016,0.7411954741704043,0.026854410337773072,11.26154,0.1107,0.01,8.976,0.017,17,0.06336834,0.055764142,0.010202303499999999,0.012148551849336523,4816.8,75.8,1.06,0.1,10.51,0.39,32.23,0.011,4.028,0.012,0.9908,0.023,-0.16,3.62
3427629,31.1,0.69,3.814,0.027000000000000003,4636,100,286.40184932042183,38.50346851322502,0.5142593898109771,0.02684457664035521,12.252353,0.5093,0.01,9.69,0.017,17,0.059956647,0.05276185,0.00965302,0.0461875059376829,4534.2,64.5,1.14,0.1,11.27,0.36,30.97,0.015,3.81,0.013,1.006,0.0045,0.42,3.773
3431022,33.98,0.74,4.146,0.027000000000000003,4872,80,287.6681703445361,38.55789618157071,0.5763603842252085,0.02074240697390257,11.619777000000001,0.0987,0.01,9.349,0.017,17,0.07255134,0.06384518,0.011680766,0.009430278344261635,4915.1,81.0,1.17,0.1,10.76,0.33,33.906,0.009,4.12,0.011,0.985,0.0296,-0.27,3.449
3439466,29.43,0.45,3.688,0.116,4896,80,290.2485946143995,38.57107352857107,0.3619649173589649,0.026012185219263757,12.7520685,0.226,0.01,10.411,0.018000000000000002,20,0.10514758,0.09252987,0.01692876,0.006088699093946454,4884.1,79.7,1.23,0.17,11.83,0.79,28.952,0.012,3.834,0.02,0.9917,0.0318,-0.46,3.685
3445572,38.55,0.55,4.287,0.021,4838,80,291.9312267933164,38.59276717860057,0.3533271462347022,0.02040474912700933,12.584456,0.23800000000000002,0.01,10.241,0.018000000000000002,20,0.08967841,0.078917,0.014438223,0.019254157124274328,4830.9,84.1,1.49,0.1,11.41,0.27,38.0,0.016,4.282,0.014,0.9953,0.0223,0.04,3.395
3448729,25.12,0.57,3.431,0.092,4730,80,292.74103213629013,38.511928210962274,0.35694851935784283,0.024290650998762268,12.772388000000001,0.311,0.01,10.370999999999999,0.017,20,0.07736556,0.06808169,0.0124558555,0.012721095458916823,4735.0,83.6,0.95,0.13,11.38,0.69,25.146,0.016,3.498,0.013,1.0042,0.0233,-0.14,3.891
3453419,45.37,0.67,4.618,0.045,4777,100,293.8654115332006,38.590367644748795,0.5973056329658335,0.026775250752730705,11.710759,0.2793,0.01,9.302999999999999,0.017,19,0.13097613,0.11525899,0.021087157000000002,0.031953947077191305,4765.3,72.8,1.78,0.14,11.54,0.35,44.984,0.009,4.64,0.007,1.0025,0.011,0.26,3.277
3455843,27.71,1.1,3.193,0.037000000000000005,4687,80,294.46151909499014,38.55686418990393,0.8862538178508641,0.0430817852069603,10.65368,0.4638,0.01,8.123,0.023,19,0.14011239,0.1232989,0.022558092999999998,0.022106730231105574,4694.1,70.0,1.71,0.23,14.56,0.71,27.429,0.011,3.184,0.008,1.0033,0.0009,0.1,3.249
3458703,27.52,0.9,3.37,0.037000000000000005,4807,80,295.09128656485717,38.55212355147064,0.2123018721176668,0.021559868200810642,13.203760999999998,0.2727,0.01,10.809000000000001,0.018000000000000002,19,0.1325407,0.116635814,0.021339052999999997,0.011601776947013386,4815.4,84.2,1.4,0.16,13.12,0.56,26.937,0.024,3.384,0.01,1.0242,0.0166,-0.18,3.648
3525541,25.98,0.69,3.703,0.063,4799,80,284.9661579513576,38.65970959814985,0.3925236433821617,0.02929196435851386,12.712067,0.1185,0.01,10.439,0.018000000000000002,17,0.097197294,0.08553362,0.015648764,0.00652415862294635,4804.8,94.1,0.79,0.09,10.16,0.47,26.387,0.025,3.788,0.019,0.9847,0.0291,-0.43,3.906
3526625,34.06,0.73,4.177,0.031,4851,100,285.43186453999857,38.66748005047084,0.7644233682497322,0.02604050448475646,11.378319,0.2367,0.01,9.031,0.019,17,0.07281699999999999,0.06407896,0.011723536000000001,0.022106730231105574,4730.8,71.6,1.13,0.1,10.59,0.33,34.439,0.021,4.18,0.014,1.0032,0.0097,0.1,3.698
3526995,35.54,0.64,4.192,0.031,4761,80,285.59285951051567,38.6865318611402,0.4134136750691163,0.027919544234986847,12.640171,0.128,0.01,10.314,0.017,17,0.07955093,0.07000482,0.0128077,0.017969024944450043,4758.6,85.5,1.24,0.09,10.89,0.31,35.32,0.019,4.171,0.01,1.0018,0.013,0.01,3.568
3529097,32.99,1.03,3.986,0.039,4733,100,286.4396049882581,38.60407757366024,0.5609777549451946,0.025821031091389286,12.119866,0.349,0.01,9.652999999999999,0.017,17,0.080032304,0.07042842,0.012885201,0.03122658644028348,4657.3,68.2,1.19,0.13,11.12,0.45,33.719,0.009,3.979,0.016,1.0051,0.0099,0.25,3.629
3529480,43.7,1.48,4.585,0.02,4852,100,286.5822177663821,38.643732677037406,1.4440062567745016,0.023757759084828883,9.710896,0.0453,0.01,7.452999999999999,0.018000000000000002,17,0.06615894,0.05821987,0.010651589,0.025381922374298486,4781.4,73.7,1.67,0.19,11.36,0.45,43.357,0.025,4.582,0.007,0.9959,0.0165,0.16,3.294
3533480,27.07,0.69,3.625,0.085,4714,80,288.1088631716223,38.62726889350482,0.3238511296528689,0.013602649211048656,13.102397,0.191,0.01,10.683,0.018000000000000002,17,0.09990715,0.0879183,0.016085051,0.013017407837244109,4712.3,80.2,0.95,0.12,10.98,0.61,27.189,0.02,3.673,0.014,1.0045,0.0146,-0.13,3.857
3541631,25.58,0.79,3.573,0.078,4834,80,290.56849366986444,38.66469016846829,0.38156895401649815,0.02309426081655635,12.64512,0.226,0.01,10.331,0.019,20,0.11421371,0.10050806400000001,0.018388407,0.01034009458804414,4844.1,97.3,0.89,0.12,10.87,0.61,25.723,0.016,3.562,0.022,1.002,0.027,-0.23,3.832
3541897,46.08,0.52,4.572,0.025,5008,80,290.6533404337219,38.6762570721354,0.2899031095769083,0.02110499629452637,12.627784,0.18600000000000003,0.01,10.38,0.018000000000000002,20,0.11539087,0.10154396,0.01857793,0.009649937744939888,5040.2,110.9,2.1,0.12,12.3,0.28,45.659,0.009,4.554,0.01,1.0017,0.0025,-0.26,3.013
3544637,32.26,0.79,3.957,0.033,4747,80,291.4311450113143,38.618633993372676,0.3855097086542689,0.02143572420078992,12.463766,0.3533,0.01,10.115,0.019,20,0.08227898,0.0724055,0.013246916000000001,0.015294120639628775,4756.6,73.0,1.16,0.11,11.05,0.37,31.699,0.018,3.943,0.005,0.9975,0.0154,-0.06,3.657
3544887,31.57,0.87,3.841,0.044,4882,80,291.5059229223465,38.670241133877184,0.31563963787226984,0.019672898453433757,12.88161,0.124,0.01,10.651,0.019,20,0.0822073,0.072342426,0.013235375,0.01133768826184855,4923.9,82.9,1.28,0.13,11.69,0.46,31.265,0.009,3.865,0.012,0.9969,0.0363,-0.19,3.508
3560181,32.1,0.56,3.898,0.024,4707,100,295.2400422009286,38.677343123322615,0.9297057172532196,0.02719871911597433,11.022931,0.376,0.01,8.517999999999999,0.018000000000000002,19,0.078302756,0.06890643,0.012606744,0.03269825011979995,4616.6,66.5,1.19,0.09,11.27,0.31,32.206,0.011,3.859,0.014,1.0072,0.019,0.27,3.665
3631402,47.63,1.13,4.885,0.019,4883,100,286.9568292009898,38.791885472948046,0.5790345069767345,0.018659755882300143,11.722747,0.226,0.01,9.376,0.018000000000000002,17,0.097600274,0.08588824,0.015713643,0.02597314329623372,4821.5,75.4,1.7,0.15,10.95,0.33,47.279,0.015,4.854,0.01,0.9919,0.0237,0.17,3.24
3634720,36.96,1.05,3.858,0.057,4922,100,288.19734245708213,38.79078424901007,1.2414767171596337,0.025032124742089986,9.715475999999999,0.081,0.01,7.48,0.021,17,0.078576,0.06914688,0.012650736000000001,0.017969024944450043,4863.2,77.7,2.08,0.24,13.71,0.61,37.27,0.009,3.962,0.012,1.0035,0.0044,0.01,3.152
3646628,26.84,0.65,3.5810000000000004,0.038,4757,80,291.70420849476125,38.767092422697466,0.2962806351524395,0.0139407343116432,13.09117,0.214,0.01,10.69,0.019,20,0.06316286,0.05558332,0.010169220999999999,0.017969024944450043,4745.1,85.6,1.0,0.09,11.24,0.41,26.929,0.01,3.571,0.012,0.9994,0.0385,0.01,3.764
3727412,32.57,0.63,3.977,0.016,4795,80,284.7207981431302,38.84483932832114,0.3457571856215907,0.021370655101054604,12.598811,0.4427,0.01,10.311,0.017,17,0.06545601,0.057601288,0.010538418,0.013948403801758382,4785.9,75.6,1.18,0.09,11.11,0.3,32.54,0.017,3.985,0.013,0.9986,0.0219,-0.1,3.59
3728936,43.82,1.13,4.567,0.09,4934,80,285.3118221026945,38.8518823365393,0.2914701330942583,0.01769140202988169,13.009683,0.172,0.01,10.78,0.021,17,0.09592491,0.08441391599999999,0.01544391,0.015294120639628775,4926.6,81.0,1.76,0.21,11.6,0.58,42.997,0.013,4.569,0.013,1.0001,0.0144,-0.06,3.217
3730689,45.22,0.51,4.598,0.066,4778,80,286.0795992603052,38.80620675960552,0.3834962276305098,0.02137846916833468,12.294456,0.128,0.01,9.982999999999999,0.017,17,0.06780848,0.05967146,0.010917165,0.026578135522539816,4826.7,83.7,1.8,0.14,11.62,0.41,44.8,0.009,4.605,0.009,1.0045,0.0218,0.18,3.228
3736401,32.44,0.7,4.067,0.028,4822,100,288.25683030028017,38.88840461808152,0.557081798268077,0.02422695455550486,11.917347,0.191,0.01,9.519,0.018000000000000002,17,0.08626966,0.07591730000000001,0.013889415,0.019254157124274328,4715.4,70.9,1.08,0.09,10.61,0.33,31.696,0.019,4.052,0.017,1.003,0.0102,0.04,3.827
3736477,29.94,0.81,4.032,0.073,4892,100,288.28582721190634,38.89744853882944,0.5655251096783321,0.022589886290704627,11.797717,0.08800000000000001,0.01,9.538,0.017,17,0.08609302,0.07576186,0.013860976,0.004513614994542125,4857.6,78.4,0.89,0.11,10.02,0.49,28.266,0.024,3.99,0.021,0.9854,0.0182,-0.59,3.883
3745153,44.86,0.85,4.645,0.079,4941,80,290.94495870243543,38.886060239663465,0.6076621041309372,0.026815364953987918,11.405325999999999,0.2192,0.01,9.187000000000001,0.018000000000000002,20,0.07398592,0.06510761,0.011911733,0.014273303863841584,4925.1,89.9,1.77,0.18,11.49,0.49,44.645,0.01,4.638,0.012,0.9986,0.03,-0.09,3.166
3748691,38.71,0.79,4.24,0.045,4954,100,291.8944359448434,38.847030456566145,0.6009775120889592,0.02521788937606849,11.593546,0.504,0.01,9.235,0.019,20,0.093193784,0.08201053,0.015004199,0.020631201064738137,4762.8,72.9,1.63,0.14,11.87,0.41,38.843,0.01,4.195,0.016,0.9958,0.0402,0.07,3.27
3756737,32.01,0.53,3.706,0.123,4639,100,293.9365566208773,38.89274664936135,0.4302112945717749,0.029347718707436264,12.869867,0.588,0.01,10.205,0.018000000000000002,19,0.1454581,0.12800314,0.023418754,0.0375426142916592,4542.4,66.7,1.42,0.21,12.37,0.87,31.356,0.023,3.743,0.012,1.0138,0.0149,0.33,3.689
3760337,36.95,0.99,4.291,0.026,4899,100,294.8293915454346,38.83873385233552,1.1979028663652371,0.024214416582467226,10.36149,0.3002,0.01,7.972,0.018000000000000002,19,0.08841671,0.077806704,0.01423509,0.025381922374298486,4744.9,72.1,1.33,0.13,10.97,0.37,37.504,0.029,4.264,0.008,1.0006,0.0073,0.16,3.496
3833399,37.12,0.72,4.146,0.024,4855,100,285.67929947752936,38.91649856163797,1.8149111507526696,0.02361064745330032,9.2187605,0.0925,0.01,6.9670000000000005,0.02,17,0.08329414,0.07329884,0.013410356000000002,0.016769669810536417,4661.1,68.7,1.53,0.12,11.77,0.34,36.951,0.02,4.126,0.009,1.0006,0.0231,-0.02,3.412
3835454,26.55,0.48,3.464,0.035,4649,80,286.5454657056569,38.98830326230136,0.3523754698149528,0.023540440788314264,12.502642,0.3307,0.01,9.95,0.018000000000000002,17,0.10235941,0.090076275,0.016479865,0.022621662127731437,4637.0,67.6,1.06,0.09,11.72,0.37,26.803,0.013,3.469,0.011,1.007,0.0361,0.11,3.76
3838075,36.24,0.65,4.195,0.032,4694,100,287.59016331668295,38.921765603744866,0.5389378611818766,0.020076956470178545,11.9841385,0.22399999999999998,0.01,9.562000000000001,0.02,17,0.09010889999999999,0.07929584,0.014507533000000001,0.023687788218309438,4698.2,70.1,1.28,0.1,11.01,0.33,36.113,0.016,4.18,0.013,1.001,0.0036,0.13,3.558
3847667,32.9,0.59,4.059,0.021,4797,80,290.68959150454066,38.97593615089867,0.311914326978927,0.015090131057811044,13.158667000000001,0.2137,0.01,10.788,0.02,20,0.09397589999999999,0.08269879,0.01513012,0.017969024944450043,4795.8,98.9,1.13,0.08,10.78,0.29,32.888,0.012,4.026,0.009,0.9972,0.0142,0.01,3.613
3849027,26.0,0.38,3.759,0.069,4965,100,291.0888362506605,38.911131958872645,0.5432728682250499,0.027009070627967167,11.803994,0.0267,0.01,9.61,0.018000000000000002,20,0.07441649,0.06548651,0.011981054,0.006676125799389055,4897.1,80.1,0.8,0.08,10.16,0.44,26.493,0.028,3.779,0.004,0.998,0.0171,-0.42,3.923
3849996,27.86,0.49,3.885,0.068,5099,100,291.37054988281824,38.967287812668864,0.454357294115579,0.02499672799578569,12.152387,0.146,0.01,9.917,0.018000000000000002,20,0.10423045,0.09172279400000001,0.016781103000000002,0.0032698250119799948,4831.5,77.5,0.91,0.09,10.35,0.44,28.055,0.011,3.881,0.011,0.997,0.0097,-0.73,3.848
3855032,32.46,0.43,3.882,0.052000000000000005,4597,80,292.7044791273371,38.93209281018139,0.549338612360247,0.02854623398185337,12.147426,0.402,0.01,9.615,0.018000000000000002,20,0.0442383,0.038929705,0.007122366,0.04212350605798225,4577.0,67.1,1.2,0.1,11.33,0.39,32.292,0.01,3.91,0.014,1.0061,0.0023,0.38,3.739
3858850,25.92,0.69,3.477,0.065,4519,80,293.68327290478754,38.98238918030476,0.6029334029172069,0.02987043704795048,12.038657,0.5372,0.01,9.399,0.019,19,0.089738354,0.078969754,0.014447875,0.045136149945421235,4473.4,68.4,0.95,0.11,11.29,0.55,25.171,0.019,3.469,0.015,1.0056,0.0045,0.41,4.024
3869326,47.69,1.39,4.597,0.04,4806,80,296.03302854029147,38.9366724667666,0.4789389146093566,0.02479617537543489,11.608707,0.425,0.01,9.246,0.012,19,0.08982725400000001,0.079047985,0.014462188,0.031953947077191305,4816.1,75.2,2.12,0.22,12.26,0.46,47.473,0.015,4.599,0.015,1.0048,0.0062,0.26,3.086
3934458,36.92,0.68,4.273,0.028,4741,100,284.6448879556545,39.00326088086153,1.0773525150816918,0.021469718904413532,10.416333999999999,0.0842,0.01,8.152000000000001,0.024,17,0.068295784,0.06010029,0.010995621,0.013630899367999829,4833.0,76.4,1.27,0.1,10.83,0.31,36.516,0.009,4.271,0.01,0.9994,0.0045,-0.11,3.519
3936921,25.94,0.49,3.4810000000000003,0.052000000000000005,4543,100,285.66398535837396,39.09973418795952,1.054852977177644,0.030589312930569657,10.701597999999999,0.43799999999999994,0.01,8.128,0.018000000000000002,17,0.09517753,0.08375622,0.015323581999999999,0.022621662127731437,4550.8,64.1,0.93,0.09,11.2,0.44,26.467,0.017,3.453,0.01,1.0042,0.0433,0.11,3.8
3937217,29.71,1.53,3.72,0.055,4853,100,285.8002553140916,39.05186392637625,0.6341557796706343,0.0236509571733768,11.58813,0.1935,0.01,9.238,0.018000000000000002,17,0.08686221,0.07643874,0.013984815,0.010104725299640476,4759.3,73.2,1.2,0.21,11.66,0.72,28.988,0.027,3.746,0.016,0.9891,0.0378,-0.24,3.683
3941538,23.81,0.94,3.649,0.058,4645,80,287.5291939146132,39.03234543102344,0.7049004920910974,0.021004506806112364,11.797079,0.43200000000000005,0.01,9.283,0.018000000000000002,17,0.07631577,0.06715787,0.012286838000000001,0.028478985309622812,4605.4,66.2,0.64,0.09,9.64,0.51,24.594,0.039,3.598,0.009,0.9957,0.0153,0.21,4.103
3942203,34.77,0.59,4.217,0.022,4708,100,287.8056473044644,39.05379162699814,0.913866877359658,0.024599305829304686,11.033638999999999,0.3273,0.01,8.642000000000001,0.018000000000000002,17,0.08868024,0.07803861,0.014277518000000001,0.013948403801758382,4764.0,73.2,1.1,0.08,10.42,0.28,34.731,0.009,4.201,0.015,1.0004,0.0065,-0.1,3.638
3947121,24.25,0.76,3.27,0.035,4671,80,289.4130833448373,39.098806268437215,0.3257628415881599,0.026153053045244186,12.811337,0.376,0.01,10.312000000000001,0.017,16,0.0896337,0.07887766,0.014431026000000001,0.022621662127731437,4656.9,73.7,1.03,0.12,12.05,0.5,24.167,0.033,3.249,0.014,1.0187,0.017,0.11,3.842
3951748,32.37,0.9,3.809,0.179,4827,80,290.7644720242103,39.0863036079571,0.3015388205595464,0.016259332925695067,13.168459,0.304,0.01,10.765,0.019,20,0.09814069,0.08636381,0.015800651000000002,0.005552959571255674,4849.4,97.8,1.38,0.29,11.99,1.19,32.205,0.011,4.107,0.014,0.9954,0.0143,-0.5,3.651
3951839,42.74,0.9,4.477,0.032,4775,80,290.79466365228217,39.09908726725504,0.4860533064693852,0.029935368989909287,12.210727,0.377,0.01,9.713,0.017,20,0.09300327,0.08184288,0.014973527,0.03269825011979995,4732.2,74.4,1.68,0.14,11.55,0.35,42.203,0.009,4.472,0.009,1.0017,0.0059,0.27,3.338
3952656,40.0,0.54,4.385,0.029,4807,80,291.0452982602708,39.09514733119962,0.3809059517700827,0.025446646927580942,12.811952999999999,0.292,0.01,10.372,0.017,20,0.10942249,0.09629179,0.01761702,0.025381922374298486,4775.6,93.9,1.51,0.1,11.29,0.28,39.016,0.009,4.398,0.016,1.0026,0.0096,0.16,3.501
3954000,39.65,0.67,4.413,0.035,4860,80,291.43308714967594,39.03969420948111,0.3833674550531659,0.02505347723743382,12.454296000000001,0.209,0.01,10.087,0.018000000000000002,20,0.10828732,0.095292844,0.017434258,0.01716028559998404,4865.4,86.4,1.45,0.11,11.1,0.32,39.161,0.014,4.4,0.01,1.0001,0.0083,-0.01,3.409
3956793,26.28,0.47,3.33,0.015,4690,80,292.157535645726,39.080639776399096,0.3252616011880372,0.03156759333666913,12.684137,0.301,0.01,10.179,0.019,20,0.10922631599999999,0.09611916,0.017585436,0.01716028559998404,4702.4,80.0,1.23,0.09,12.65,0.33,26.199,0.013,3.316,0.006,1.0166,0.0031,-0.01,3.644
3958463,33.89,0.96,4.002,0.035,4644,80,292.59453103300734,39.07779552099181,0.4061788308370352,0.022978017941917936,12.520265,0.364,0.01,10.077,0.017,20,0.06429455,0.056579202,0.010351421999999999,0.03122658644028348,4635.2,67.3,1.24,0.13,11.23,0.42,33.979,0.01,4.02,0.01,1.0036,0.0048,0.25,3.645
3970223,38.11,0.6,4.421,0.023,4790,80,295.48072276680244,39.03905828046149,0.4757275839545699,0.023274468450179518,12.391544,0.297,0.01,9.929,0.011,19,0.114607826,0.10085489,0.01845186,0.028478985309622812,4776.4,73.5,1.24,0.08,10.52,0.26,38.518,0.023,4.383,0.016,1.0022,0.0097,0.21,3.526
4036007,38.46,0.5,4.393,0.084,4844,100,284.75249932884566,39.146697338573674,0.6068098595925109,0.027188118115346063,11.413653,0.2087,0.01,9.129,0.017,17,0.105525665,0.09286258,0.016989632,0.0058146624932343,4968.0,83.6,1.32,0.13,10.76,0.47,37.928,0.009,4.305,0.02,0.9942,0.024,-0.48,3.288
4039306,33.52,0.89,4.171,0.042,4943,100,285.8344837700514,39.16315382277295,0.6472760359654265,0.02411918708666656,11.546959,0.153,0.01,9.238,0.017,17,0.10129246,0.08913737,0.016308086,0.01243152797378546,4815.1,75.6,1.12,0.11,10.56,0.4,33.613,0.01,4.155,0.015,1.0029,0.0114,-0.15,3.689
4042951,31.29,0.81,4.197,0.029,5081,100,287.22696152940927,39.13434526349901,0.6733127152173726,0.02043197560736471,11.521352,0.04,0.01,9.247,0.021,17,0.112144545,0.09868719999999999,0.018055271,0.0038417094116554133,4973.0,84.3,0.93,0.09,9.89,0.34,31.557,0.024,4.194,0.016,0.9916,0.0078,-0.66,3.753
4043436,31.7,0.49,3.946,0.024,4659,80,287.4007460469769,39.10859075586769,0.388589063032448,0.02355936359304253,12.77892,0.428,0.01,10.249,0.018000000000000002,17,0.13567054,0.11939008,0.021842957000000003,0.02480415928357556,4642.5,67.7,1.08,0.07,10.81,0.28,31.818,0.012,3.959,0.009,1.0025,0.0042,0.15,3.764
4057076,41.98,1.04,4.526,0.046,4922,100,291.54295598480627,39.15096559804654,0.5556737174542548,0.026648637371154842,11.867821000000001,0.2555,0.01,9.515,0.018000000000000002,20,0.11384709,0.10018544,0.018329381999999998,0.016014910339089774,4801.3,74.8,1.59,0.15,11.26,0.41,42.141,0.009,4.54,0.007,0.9952,0.0133,-0.04,3.312
4058004,40.55,1.32,4.3889999999999985,0.38,4845,80,291.79373028858504,39.14554904289448,1.258842006829714,0.02522019897547894,10.253886999999999,0.258,0.01,7.909,0.018000000000000002,20,0.11818959999999999,0.10400685,0.019028526,0.014273303863841584,4850.6,77.4,1.58,0.57,11.46,2.03,39.046,0.027,4.358,0.008,1.0007,0.0162,-0.09,3.363
4060545,47.21,0.75,4.801,0.021,4920,80,292.4374068657445,39.1103246657059,1.048563678887149,0.02673753095255486,10.371297,0.0107,0.01,8.228,0.017,20,0.039977364,0.03518008,0.0064363554000000005,0.014945983950833729,4927.6,81.0,1.8,0.12,11.3,0.28,46.528,0.009,4.803,0.008,0.9997,0.0243,-0.07,3.195
4063998,35.77,1.08,4.2,0.039,4853,80,293.31396404284317,39.194716794595244,0.3188773193634973,0.02529936714214436,12.538865,0.22399999999999998,0.01,10.288,0.018000000000000002,19,0.09618774,0.08464521,0.015486226,0.013017407837244109,4854.3,95.6,1.29,0.14,11.04,0.43,35.748,0.015,4.228,0.014,0.9942,0.0186,-0.13,3.47
4071104,33.2,0.69,3.848,0.027000000000000003,4560,80,295.04596017616524,39.15968067828704,0.4932600464448148,0.021927664652930997,12.51154,0.7542,0.01,9.767999999999999,0.017,19,0.1270366,0.11179221,0.020452892,0.0461875059376829,4534.9,63.0,1.3,0.11,11.66,0.35,33.107,0.023,3.825,0.009,1.0058,0.0194,0.42,3.579
4139914,35.45,0.66,4.313,0.063,4768,100,286.11495122363584,39.22649424637142,1.2197357987202364,0.02456776065989435,10.15799,0.136,0.01,7.879,0.021,17,0.09534426,0.08390295,0.015350426,0.013017407837244109,4815.0,75.6,1.09,0.1,10.24,0.4,36.359,0.022,4.302,0.013,1.0,0.0109,-0.13,3.574
